;Sentence;Type
737;ליואב גב חזק, זה דורש מכפות ידיי להפעיל כוח רב.;NotDescriptive
738;והנה הוא, השיכור המתנדנד;Descriptive
739; התזתי טיפת בושם.;Descriptive
740;פתאום השתלט עליי פחד שאמות ובני יישאר יתום מאם.;NotDescriptive
741;"אחר הצהריים יחלוף;";Descriptive
742;“רותי?… רק רגע…”;Descriptive
743; לא, היא חנקה אותו.;Descriptive
744;נתחנן יחד לשינה מתוקה.;NotDescriptive
745;נכנסתי לבנק והפקדתי את דמי השכירות החודשית. ;NotDescriptive
746;רוצים לטמטם את חושיי. ;NotDescriptive
747;רותילה, שלום יקירה, מה שלומך? אני מתנצלת שנאלצת לחכות, היה לי בלבול קטן…”;Descriptive
748;"להוציא, להוציא, לפתוח. סדינים נקיים. מגבות. אל תציצי במראה, זה רק יסבך אותך. תסמכי על מה שיש.
";Descriptive
749;רציתי לברוח הביתה אבל החזקתי את עצמי, ולחשתי כדי שלא יחשבו שאני משוגעת.;NotDescriptive
750; לא סימטרי, לא יפה, לא חינני, לא צעיר, לא מיוחד. שמנוני, גס, מחוספס, בוטה.;Descriptive
751;עם יצור קטן וחסר ישע, וחרדות עד השמיים.;Descriptive
752;שמוליק השתקן, שתמיד עסוק בסידור הבקבוקונים בחנות ונועץ בי מבטים כשאני משוטטת בין המדפים וחושב שאני לא שמה לב – החליט דווקא הבוקר לדבר אתי.;NotDescriptive
753; הוא חושב שכולם שקרנים- רק הוא לא, כולם מניאקים- רק הוא לא.;Descriptive
754;בחיי, איזו חוצפה יש לאנשים! הם מתהלכים בלי טיפת נימוס וכבוד.;Descriptive
755;אולי אברח יחד עם בני, אמשיך למלא את חובתי. ;NotDescriptive
756;כעת הלב לא דוהר.;Descriptive
757;אחר כך ארוץ לקחת את בני מהגן.;Descriptive
758;למדתי להוציא המון חום מכפות ידיי ולהעביר אותו הלאה, לאן שצריך. ;Descriptive
759; האמהות מגיעות לקחת את המלאכים הקטנים. ;NotDescriptive
760;אני ערומה מתחת לשכבות של שמיכות, הכרתי מעורפלת וקר לי.;Descriptive
761;הסתובבתי בשקט לכיוון חדר השינה.;NotDescriptive
762;בנה לא רץ אליה, הוא שקוע בטירת אבירים. ;Descriptive
763;עדיין הרגשתי שאין מספיק חושך סביבי. ;NotDescriptive
764; אני מחליקה את אגודליי משני צידי עמוד השדרה שלה.;NotDescriptive
765;שיר ילדים זה נחמד, אנסה להצחיק את עצמי. ;Descriptive
766;יואב יגיע ראשון לטיפול ואחריו זהבה.;Descriptive
767;העולם הלך והצטמצם, הלך וסגר עליי.;NotDescriptive
768;אבל אסור לישון.;NotDescriptive
769;המראות האיומות האלו! מראות בתקרה, מראות על כל הקירות, מראות על הצד החיצוני של דלתות הארונות.;Descriptive
770;היא זרקה את התינוק מהחלון כדי שתוכל לישון.;Descriptive
771;הגיעה השעה לצאת מהבית.;NotDescriptive
772;אני משחזרת בריחוק ובדיוק את הלילה הארור.;NotDescriptive
773;אני לא זוכרת באילו תחמונים השתמשתי כדי לנער אותו מעליי, אבל די מהר חזרתי לדב הנוחר במלון.;Descriptive
774;נשטפתי זיעה.;NotDescriptive
775;לטפל בכל מובן. עם כל המכשולים, המוגלה והשכבות העבות. עצירות. הלב שמסרב להיפתח. בורות, חללים שמולאו בקש.;Descriptive
776; עם יצור קטן וחסר ישע, וחרדות עד השמיים;Descriptive
777;אם אשאר אתו לבד אולי אלך לאיבוד;NotDescriptive
778;האמהות יגיעו לפני שיחשיך ויתחילו עם השיחות המנומסות: חצי חקירות, חצי הערכות.;NotDescriptive
779;" בכל מגע מחץ יש נמלה אחת שתשנא אותי, תנקום בי על השרירותיות, על האכזריות.";Descriptive
780; צריך להחזיק מעמד רק עוד קצת.;NotDescriptive
781;הוצאתי את ראשי מהשמיכה ולעסתי את הקצה שלה וקיוויתי שהלחץ החזק על הלסת ירגיע אותי, אבל הלחץ על הלב והראש גבר.;NotDescriptive
782;תקשיבי טוב. לא קרה כלום, לא השתנה דבר מאתמול. אנחנו אוהבים אותך וזקוקים לך, הכול בדיוק כמו אתמול. תנסי להירגע. תשתי הרבה מים.”;Descriptive
783; “אני אתקשר שוב מאוחר יותר לשמוע מה אתך.”;Descriptive
784;בזיכרוני עולה המשרתת של צ’כוב שכל מבוקשה היה לישון.;Descriptive
785;חשבתי שאם אכנס למיטה ואכסה את ראשי בשמיכה יהיה מספיק חשוך וההרגשה הרעה תחלוף מהר יותר. ;NotDescriptive
786;אני משננת: אמרי תודה שהוא שיתק אותך, לא הרגשת כאב, בסך הכול צפית בסרט.;NotDescriptive
787;לא אעורר את זעם הנבואות.;Descriptive
788;אני מלצרית שמגישה קפה. “בבקשה.” אני לא שוכחת להוסיף חיוך רחב.;Descriptive
789;חלק מהתריסים חסרים ולא הצלחתי להיות בעלטה מוחלטת.;NotDescriptive
790;אמא תמיד אומרת שאפשר להסיר כל לכלוך;Descriptive
791;פס קפוא ומאלחש נמרח על בטני וגופי חש בתלישה.;NotDescriptive
792;אני חודרת עמוק יותר בקילופים של העור סביב הציפורנים.;NotDescriptive
793;ראותי ספגו אבק וחשתי סחרחורת. ;Descriptive
794;גופי לא נמצא בהתקפה. ;Descriptive
795;בלי דאגות, רק חום נעים ומלטף, רק מנוחה מעצמי.;Descriptive
796;הוא – מטר ותשעים וחמישה סנטימטרים, ואני כמעט מטר שמונים. הוא – נושק לשבעים, ואני בקושי בת עשרים.;NotDescriptive
797;במשך כל הטיול קילפתי את העור;NotDescriptive
798;אהיה צבועה ושקרנית.;Descriptive
799;והתחלתי לנשום.;NotDescriptive
800;תכף הוא יתקרב ויבקש כסף ויספר שהוא חולה באיידס.;Descriptive
801;הוא משח את אצבעותיו בשמנים, משח את אבריי בשמנים, כדי שיוכל להחליק פנימה בקלות.;NotDescriptive
802;מצילים את התינוק ואז מסממים אותי.;NotDescriptive
803;בחיי, איזו חוצפה יש לאנשים! הם מתהלכים בלי טיפת נימוס וכבוד. לא מתנצלים, דוחפים את האף שלהם לכל חור, מאחלים כל טוב ואז מגדפים.;Descriptive
804;אטמתי את אוזניי וחשבתי על מיי, עוזרת הבית הפיליפינית שעובדת אצלנו;Descriptive
805;אני צורחת ולא מקשיבה לאף אחד.;Descriptive
806;אסור שבעלי יראה אותה.;NotDescriptive
807;הם הורידו את הבגדים. החליטו להתחפש לשודדי-ים.;NotDescriptive
808;אני ניזונה מכעסים. אלו המחשבות החולות שמלוות את לידת בני.;NotDescriptive
809;"אצטרך לעשות סקס ברוך ואהבה, למצוא כוחות להיכנס למקלחת או למצוא כוחות להתאפק ולוותר על הניקיון ולהישאר עם ריחות לא שלי.";NotDescriptive
810;אתן לה טיפול מושלם.;NotDescriptive
811;נוטשת אותם עם הנקניקיות והולכת לחפש את הדרכון שלי.;NotDescriptive
812;אני מורחת את גופה הלא צעיר והלא זקן בשמן ארומאטי.;Descriptive
813;אני מפרשת מילים בצורה מוטעית.;NotDescriptive
814;את רואה, את מסוגלת.;Descriptive
815;טוב, אין ברירה.;NotDescriptive
816;אני ערה ורועדת, פיסת בד מלבנית ירוקה מונעת מעיניי לראות את החיתוך.;Descriptive
817;אני מוחצת את ההווה כמו נמלים זעירות שמטיילות על השיש. ;Descriptive
818;עוד שעה מגיעה גברת רותי לטיפול;NotDescriptive
819;. פה ושם כתמי שמש, שומן עודף סביב המותניים, יובש מרוכז בנקודות מסוימות, סדקים זעירים, גיבנת קטנה באזור העורף;Descriptive
820;יסיתי לשכב בשקט בלי לזוז, להחזיר את השלווה, להרגיש מפוכחת. ;NotDescriptive
821;לא טרחתי להיעלב.;NotDescriptive
822;אלוהים… מה קורה לי? אני חייבת להישאר שפויה. איפה הייתי? מה קרה לי? תנסי להיזכר. יש לך חצי שעה עד לגן. חצי שעה.;Descriptive
823; לך כבר, עכברוש דוחה! ;Descriptive
824;אני פותחת לה את הדלת תוך כדי השיחה הדמיונית.;NotDescriptive
825;אפשר להיחנק למוות מנקניקיות.;Descriptive
826;כנסתי לחדר האמבטיה ולבשתי את הבגדים הכי מחמיאים שברשותי והסרתי את כל האיפור, ;NotDescriptive
827;אני רוצה לראות את התינוק שלי והם מושכים את הזמן, מותחים אותי. ;NotDescriptive
828;"אלך לי למשימות היום: לנקות ולישון. אני רוצה שיעזבו אותי לנפשי. כשתגיע השעה אאסוף את בני מהגן;";NotDescriptive
829;רק לא להיתקל בשכן או בשכנה.;NotDescriptive
830;שוב דפיקות בדלת, ונכנס אבא שבא לקחת את בנו. הוא ממהר, הוא חנה על המדרכה.;Descriptive
831; אני מוכרחה להיפטר ממנו.;NotDescriptive
832;הרוגע שלו עובר אליי, גופי לא נמצא בהתקפה.;Descriptive
833;מפתחות. את בטוחה שנעלת את הדלת? בדקי שוב.;Descriptive
834;אני מציאותית ומרוחקת, המטלות לא חומקות ממני.;Descriptive
835;אני מחייכת לגננת.;NotDescriptive
836; לקחתי אותו לגן והלכנו יחד בשמחה, שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.;Descriptive
837;אני ממוקדת ומרגישה שהלחיצות החזקות חסרות תועלת כרגע.;NotDescriptive
838;אסור לי לאבד הכרה, כי כך יוכל לבוא מישהו ולאנוס אותי.;NotDescriptive
839;"“טוב, בסדר.”";Descriptive
840;אני מצליחה לשמוע דיבורים סביבי על יולדת היסטרית שלא הפסיקה לצרוח, ואני יודעת שהם מתכוונים אליי.;NotDescriptive
841;הקמטים. האין אונים. שדיים נפולים. כרס. שערות לבנות באשכים. ארבע זוגות רגליים ארוכות. צימוק מצומק;Descriptive
842;איך הם רוצים שאחזיק את התינוק שלי? אני שוכבת ערומה מתחת לשכבות של שמיכות, וצינור מזרים רוח חמה.;Descriptive
843; אחצה באדום, אצליח להתחמק ממנו.;NotDescriptive
844;אני מנדנדת בעדינות את גבו.;NotDescriptive
845;ידיי מצליחות להיות במקום הנכון בזמן הנכון.;Descriptive
846;ברחוב חפרו וקדחו.;NotDescriptive
847;אני רוצה שתהייה לידי;NotDescriptive
848;אין לנו נושא משותף;NotDescriptive
849;אגיע לרוסיה. אחפש את המשרתת של צ’כוב. איך קראו לה… וארקה, כן, שמה וארקה.;Descriptive
850;הם משתוללים השלושה האלה, הקופצניות שלהם מפריעה;NotDescriptive
851;נשימותיה סדירות;Descriptive
852;נשאר רק דב.;NotDescriptive
853;פה ושם כתמי שמש, שומן עודף סביב המותניים, יובש מרוכז בנקודות מסוימות, סדקים זעירים, גיבנת קטנה באזור העורף. ;Descriptive
854;הוא רואה רק את עצמו.;NotDescriptive
855;באחד מבתי הקפה הקטנים עם השולחנות העגולים המסודרים בצפיפות הוא אמר שהוא רוצה לקנות לי את כל העולם.;NotDescriptive
856;אני נכנסת לטראנס של קשקושים, במודעות מלאה, בכוונה ברורה.;NotDescriptive
857; לך כבר, עכברוש דוחה! והוא הולך. ;NotDescriptive
858;עוד עשר דקות צריך ללכת לגן.;NotDescriptive
859;אני עוצרת את הדמעות בכל כוחי, למען בני.;Descriptive
860;סוף-סוף! היא מניחה את כוס הקפה, וכעת היא עומדת יחד עם בנה ליד הדלת ואני לא עוזבת את הטלפון, הוא צמוד חזק-חזק לאוזן.;Descriptive
861;. ריחות אלימים מכאיבים לגופי.;NotDescriptive
862;רציתי לעשות משהו ואינני מצליחה להיזכר מהו. אני מוצמדת לסיר המבעבע.;NotDescriptive
863;לצלול אל תוך המצע המפנק, המענג, של השקט. בלי דאגות, רק חום נעים ומלטף, רק מנוחה מעצמי.;Descriptive
864;"איך קראו לה, למשרתת שרק רצתה לישון?";Descriptive
865; הבושם שלה מסיח את דעתי יותר ויותר. הוא מעורר בי בחילה, והבחילה מעוררת בי את בית החולים אחרי התאונה, ובית החולים מעורר בי את האח, והאח מעורר בי את השיתוק המוטורי.;NotDescriptive
866;נזקקתי בדחיפות לדבר עם מישהו. התקשרתי לבעלי.;NotDescriptive
867;"מנופפת לשלום ביד הפנויה, והנה זה נגמר. אנחנו לבד. כן, אני אצליח לשרוד את היום הזה.";NotDescriptive
868;"“בואי, חלצי נעליים, אני אמתין בחדר השני. תקראי לי כשאת מוכנה.”
";Descriptive
869;אצטרך להיות עם בעלי ולהקשיב לו ולהשתעמם בשקט.;NotDescriptive
870;פני התעוותו והתחלתי לדבר בקול רם: את לא משוגעת.;NotDescriptive
871;הוא לא היה אסרטיבי, וזה עורר בי זעם;NotDescriptive
872;אני קוטעת את הלהג ומתנצלת הכי יפה שאפשר, וממציאה שיש לי שיחת טלפון חשובה.;NotDescriptive
873;האמא הזאת תלך ותרכל לכל האמהות האחרות ותגיד שאני משוגעת, והן ירחיקו את הילדים מהבן שלי, והוא יהיה בודד ודחוי.;NotDescriptive
874;"ואני בטוחה שכולם פה נגדי, בטוחה שלא יתנו לי את התינוק שלי.";NotDescriptive
875;על גבו שערות שחורות. תלתלים קטנים, ריחות סבון ובושם וזיעה קלה נסבלת, שומות חומות, כתם לידה, בהרות קיץ.;Descriptive
876;קיומי הפך מנותק ומבודד.;NotDescriptive
877;כל ניסיונות ההרגעה שלי עלו בתוהו.;NotDescriptive
878;"“אני לא יכולה, אני לא יכולה. אני מפחדת, הכול מפחיד אותי. אני מפחדת שלא אצליח להיות אמא היום.”";Descriptive
879;אקח את מחלת העצבים ואפרק אותה לגורמים.;NotDescriptive
880;הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.;Descriptive
881;ראשי עדיין לא נמצא במקום המתאים, בהקשר של הרגע. ;NotDescriptive
882;שנפרדנו הוא אמר: “אמא אני אוהב אותך”. אני אמרתי: “אני אוהבת אותך יותר”. אחר כך הצטערתי שאני מציגה את הכול כאילו שאנחנו חלק מאיזו תחרות מזוינת. יכולתי פשוט לומר שאני אוהבת אותו כמו שהוא אוהב אותי.;NotDescriptive
883;התינוק נשלף כמו דבק או פלסטר שנדבק לעור, בזמן שמקלפים אותו מהגוף.;Descriptive
884;אני לא במקום הנכון.;NotDescriptive
885;החלטתי שאני חייבת לבחון אותו, לבדוק אם הוא רוצה אותי, והלכתי לשירותים והמלצר הלך בעקבותיי ואמרתי לו את שם המלון וידעתי שבאחת בלילה דב כבר ינחר, וסיכמנו שהוא יחכה לי בלובי. ;NotDescriptive
886;רגשתי מחויבת לטפל בו.;NotDescriptive
887;בכל פעם שהמיילדת הודיעה שמגיע ציר ועליי ללחוץ חשבתי על דב והשנאה שלי אליו, זה לא עזר.;Descriptive
888;תנשמי. תחשבי על בנך, הוא לא רוצה שתשתגעי.;NotDescriptive
889;"הצלחתי להתלבש במהירות מבלי להסס ולזעוף אל מול ארון הבגדים; ";Descriptive
890;אני מלצרית שמגישה נקניקיות.;Descriptive
891;תפתחי לו את הדלת ותגמרי עם זה כבר. ;Descriptive
892;לכבות נרות. התיק. הפלאפון חשוב ביותר;Descriptive
893;לא מאתרת שרירים תפוסים, לא חשה במתח;Descriptive
894; גוף שלא אומר מאום.;Descriptive
895;בעלי מתקשר אליי כל כמה דקות לוודא שאני בסדר, וזה מאלץ אותי להיות בסדר.;NotDescriptive
896;בכיתי.;NotDescriptive
897; לא מתנצלים, דוחפים את האף שלהם לכל חור, מאחלים כל טוב ואז מגדפים.;Descriptive
898;אני נותנת לכפות ידיי לעשות את העבודה, הן מיומנות וגוברות על המחשבות הרעות;NotDescriptive
899;חקרתי את תווי פניו: לא סימטרי, לא יפה, לא חינני, לא צעיר, לא מיוחד. שמנוני, גס, מחוספס, בוטה.;Descriptive
900;אני יושבת על הרצפה, שעונה על דלת הכניסה לבית, מחכה שרותי תגיע לטיפול שלה.;NotDescriptive
901;בלטנו מאוד.;Descriptive
902;הוא מציית בעיוורון לגננת. ;NotDescriptive
903;אני מסכימה ומתקשרת להורים של החברים ;NotDescriptive
904;ראיתי את כל הכיעור בתאורה מלאה, בלי שום הסוואה.;NotDescriptive
905;לא עמד לו, והוא נרדם תוך כדי שדיברתי.;Descriptive
906; לא נראה לי שהיא מתכוונת ללכת.;Descriptive
907;עם כל המכשולים, המוגלה והשכבות העבות.;Descriptive
908; גוף לא יפה ולא מכוער.;Descriptive
909;לא אתן לזה לקרות עכשיו כשאני אמא.;NotDescriptive
910;אני מלטפת אותו, וככה מקבלת קצת אומץ לא להתפרק מול האמא הזו ששותה קפה בסלון שלי.;NotDescriptive
911;כל יד שלי אוחזת במותן אחת שלו, והוא שוקע אל תוך הטלטולים הנעימים.;Descriptive
912;הוא זקוק לערסול, לנדנודים עדינים שיפרמו לאט את המועקה שמופיעה בצורת דקירה שמוקרנת אל גבו.;Descriptive
913; בורות, חללים שמולאו בקש.;Descriptive
914; החושך נעים והמים חמים אבל אמא כועסת, היא צריכה לעשות פיפי והיא מתאפקת ולוחץ לה והיא ממשיכה להתאפק.;Descriptive
915;מתחתי את הלחיים חזק עד שהרגשתי ששפתיי עומדות להיקרע.;NotDescriptive
916;"נה, נעצמות לו העיניים. לילה טוב, אהוב שלי.";Descriptive
917;קצת התגעגעתי אליו.;Descriptive
918;אם אתפרק לא יהיה מי שישמור עליכם.;NotDescriptive
919;השכן לא הרפה: הדפיקות התחלפו בצלצולים וכל צלצול הגביר את הלחץ ואת אי השקט.;NotDescriptive
920;אני בחוץ. ההליכה מהבית לגן נמשכת שש וחצי דקות.;NotDescriptive
921; ידי אוחזת בכל הכוח ביד של אחות. ;Descriptive
922;להחזיר את השלווה, להרגיש מפוכחת.;Descriptive
923;אני נושכת את עצמי בכל הכוח כדי לא להוציא את הזעם על מישהו אחר.;NotDescriptive
924;אח לא מוכר נכנס לחדר.;NotDescriptive
925;"לד אחד אומר: “אבל אמא שלי נותנת לנו גם קטשופ וגם מלפלפון וגם עגבנייה ו… ו… ו… ומיץ פטל וגם… וגם לחמנייה.”
";Descriptive
926;הפה והלב לא שווים. מציצים, מרחרחים, פולשים.;Descriptive
927;חדר הלידה, צירים, אחות שמנסה לעזור לי.;Descriptive
928;אשיר שיר כל הדרך, אסיח את דעתי מההזיות המרטיטות שתוקפות אותי.;NotDescriptive
929; ידיי מנענעות ואני נכנסת לטראנס, כמו מאמין ששקוע כולו בתפילה עמוקה.;NotDescriptive
930;“אמא, אני רעב. אנחנו רעבים, רוצים נקנקיות.”;NotDescriptive
931;הוא הזריק לי חומר ששיתק את יכולותיי המוטוריות;NotDescriptive
932;מהר מאוד גיליתי שאני לא יכולה לסבול את הריח שלו – הוא נדף זיעה, גוף שלא התרחץ ימים רבים.;Descriptive
933;לטיפול הילינג ועיסוי כפות רגליים, תחזרי להיות בן אדם! אני לא רוצה. אני לא רוצה. אין לך ברירה.;Descriptive
934;הנה היא, ההומלסית.;NotDescriptive
935;לא! מסטיק לא הולך יחד עם טיפול. ;Descriptive
936;איך הן משאירות את הילדים שלהן לבד אתי, מטומטמות! ;NotDescriptive
937;הלכתי על קצות האצבעות והצצתי דרך העינית.;NotDescriptive
938;לפתע נשמעו דפיקות בדלת.;NotDescriptive
939;לך כבר, סוטה! קיבלת מה שרצית, לך כבר! גברים עם כרס בחדרי מדרגות מסוכנים מאוד.;Descriptive
940;"איך קראו לה, למשרתת שרק רצתה לישון?
וארקה, שמה וארקה.";Descriptive
941;הוא עושה את זה בכוונה כדי שאצא מדעתי.;NotDescriptive
942;אני מציצה בעינית.;NotDescriptive
943;דחפו לי סטרואידים וזה גורם לידיים לרעוד ולגוף להזיע.;Descriptive
944;העובדה שהוא בקושי דיבר אנגלית ואני לא ידעתי מילה בשפתו, הצילה את המצב.;NotDescriptive
945; להיות דוגמה ומופת, זה כל העניין.;NotDescriptive
946;תני לו את המעטפה עם תשלום ועד הבית.;Descriptive
947;הם מבקשים שאקשור להם מטפחות על הראש.;Descriptive
948; רותי לא תשים לב לשום דבר. ;NotDescriptive
949;חייכתי לבני היפה והאהוב. בחרתי עבורו בגדים, הכנתי לו שוקו.;Descriptive
950;"תדליקי את הטלוויזיה ותשקעי באיזושהי תכנית, עד שהמחשבות הרעות יעברו.”";Descriptive
951;ליקקתי את הפצעים של דב. ;Descriptive
952;אשעמם אותה כל כך עד שהיא תרצה ללכת.;NotDescriptive
953;קרובה. משרתת אומללה,;Descriptive
954;לא שומעת מילה ממה שהשפתיים שלה – הצבועות בסגול – אומרות;Descriptive
955;הייתי רוצה שהבית יהיה מצוחצח ומבריק מבלי שאנקה אותו.;Descriptive
956;אני סוגרת את הדלת אחריה, נועלת פעמיים ומתחילה לבכות.;NotDescriptive
957; בחדר הלידה זיהיתי את הקרע הראשון בזוגיות שלנו.;NotDescriptive
958;לפני שאני מתחילה, אני מזכירה לעצמי פרט אחד קטן אבל חשוב: זו עבודה, פרנסה, חבל ההצלה. לא להיגעל.;NotDescriptive
959;אני רוצה שתהייה לידי, קרובה. משרתת אומללה, נתחנן יחד לשינה מתוקה.;NotDescriptive
960;והנה היא, שמחטטת בפח הזבל.;NotDescriptive
961;להיות תמיד בשליטה מלאה.;Descriptive
962;הם לא מצליחים להוציא את התינוק.;NotDescriptive
963;נשמתו הרקובה רודפת אותי.;NotDescriptive
964;רותי מתמסרת, מפקירה את גופה לידיי.;NotDescriptive
965;גופי לא חש בדפיקות.;NotDescriptive
966; לטפל בכל מובן;NotDescriptive
967;אבל אי אפשר לישון, לצלול אל תוך המצע המפנק, המענג, של השקט.;Descriptive
968;בעלי ניסה להרגיע אותי וזה הגביר את עצבנותי.;NotDescriptive
969;לפני כן הייתי נטולת מודעות.;Descriptive
970;מעטפה מוכנה עם כסף חיכתה לו על השולחן, אבל לא הייתי מסוגלת לפתוח לו את הדלת.;NotDescriptive
971;התזתי טיפת בושם.;Descriptive
972;תלעסי מסטיק, זה ירגיע אותך.;Descriptive
973;"“אמא! אמא! תנגבי לי!”
";Descriptive
974; אמלא אותה לאט-לאט, בזהירות, ואברח.;NotDescriptive
975;כשארגיש את כף ידו הקטנה והחמימה של בני אקבל ביטחון. ;NotDescriptive
976;היום הוא רוצה להזמין שני חברים.;NotDescriptive
977;כדי להישאר בריכוז אני משננת: “רותי, שתהיי בריאה, תהי יפה, תהי שמחה”.;Descriptive
978;אין לנו נושא משותף, הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.;NotDescriptive
979;"לא מחלים, מתעקש.";Descriptive
980;אני מקבלת שתיקה גדולה מגופה.;NotDescriptive
981;כיסיתי את עצמי היטב למרות החום ששרר.;NotDescriptive
982;התיישבתי מיואשת על הרצפה ליד דלת הכניסה, קילפתי את העור סביב הציפורניים בכפות הידיים וחיכיתי שרותי תצלצל.;Descriptive
983;איש המערות.;Descriptive
984;ותרתי עם פצע פעור שדורש טיפול תמידי.;NotDescriptive
985;אני לא יכולה לשמוע את הצלצולים.;NotDescriptive
986;תכף ישתרר שקט. בני רגוע ונינוח.;Descriptive
987;התאונה הייתה כמסע תענוגות לעומת השהות בבית החולים.;NotDescriptive
988;אני מספיקה לראות את החלוק הלבן של הרופא;Descriptive
989;החליט דווקא הבוקר לדבר אתי. הוא קיבל ביטחון והמטיר שאלות משונות על השמלה שלי;Descriptive
990;מהעבר השני עמד השכן מוועד הבית. ;NotDescriptive
991;החלונות היו פתוחים ופחדתי שמישהו יוכל להציץ עליי.;NotDescriptive
992;פשטתי את השמלה ולבשתי פיג’מה. ;Descriptive
993;"יותר מכול הכעיסה אותי חוצפתם של אנשים; זרים וקרובים";NotDescriptive
994;חשבתי שהוא לא מבין כלום – רק לדחוף כדורים.;NotDescriptive
995;אולי זו שלווה. אני מחממת את כפות ידיי. ;NotDescriptive
996;נכנסתי לחדר האמבטיה ולבשתי את הבגדים הכי מחמיאים שברשותי והסרתי את כל האיפור, כי בלילה לא צריך לטשטש באיפור, הכי טוב טבעי.;NotDescriptive
997;הוא מיד מתחיל עם כל ה”אמא תקני לי, אמא תביאי לי, אמא ככה ואמא ככה”. אני מביטה בו ממרחק ונעצבת שילד הפרא שלי אולף, נכנע לכללים;Descriptive
998;הבוקר התעוררתי בתחושה שאני נורמאלית.;NotDescriptive
999;היא מאותתת לי שהיא רוצה ללכת. ;NotDescriptive
1000;אני טרודה בתכנון בריחה: הימלטות מבעלי ומבני. להגיע לרוסיה. אם אלך לא יהיה לי לאן לשוב.;NotDescriptive
1001; העולם מתפרק לחתיכות עלובות, ואי אפשר לעשות דבר עם הפיסות האלו.;NotDescriptive
1002;גופי מתנדנד קדימה-אחורה בקצב אחיד ואני נעלמת אל תוך רחם אמי.;Descriptive
1003;היו מקרים שאדם זר הרשה לעצמו לעצור אותי באמצע הרחוב ולשאול מה אני עושה עם התרח הזה.;NotDescriptive
1004;חייכתי לבני היפה והאהוב.;Descriptive
1005; הלא צעיר והלא זקן בשמן ארומאטי. ;Descriptive
1006;אנחנו שוכבים במיטה והכול בסדר עכשיו.;NotDescriptive
1007;והוא הולך;NotDescriptive
1008;אני נרעדת אבל המגע שלו טוב וזה מחזיר אותי לסלון.;NotDescriptive
1009;הריח המושלם של התינוק עזר לי להישאר שפויה.;NotDescriptive
1010;אני מרגישה שמנדנדים לי את היד. “אמא, אמא! נו, אמא!” עוד רגע היד תעקר ממקומה. אני מתעוררת. מטפחות על הראש. שלושה שודדי-ים שצריכים להפליג על רפסודה, למצוא את האוצר האבוד.;NotDescriptive
1011;אובססיה לנאיביות.;Descriptive
1012;עשי את עצמך מדברת בפלאפון, זו גם שיטה להתחמקות.;Descriptive
1013;זהו, אני אעשה כאילו שאני היא… הגבהתי את קולי לדקיקות מגוחכת ואמרתי: “סורי מיסטר, נו באדי הום, איים נוט טו אופן נו באדי”. הצצתי דרך העינית.;NotDescriptive
1014;אדאג שתהייה לו ארוחת ערב מזינה. יש לי מחויבות ועל כן אינני יכולה לברוח. אקלח אותו עד שיהיה מבהיק ואספר לו את הסיפור שכבר שבוע אני מבטיחה לספר.;NotDescriptive
1015; הוא רוכן לרצפה, לוקח את המעטפה ונשאר עוד רגע ארוך מדיי ליד הדלת.;NotDescriptive
1016;והיא שותה את הקפה שלה לאט-לאט.;Descriptive
1017;כשיצאתי החוצה השמש סינורה את עיני.;NotDescriptive
1018;"הוא חייך ברגע החדירה, ועינו השמאלית קיפצה, רטטה בעצבנות ללא שליטה.";Descriptive
1019;העירות הממושכת יתר על המידה מתחילה לתת את אותותיה.;NotDescriptive
1020;ברגע שהם יעלו על הרפסודה – אברח.;NotDescriptive
1021;לא הצלחתי לשכב בשקט. ;NotDescriptive
1022;אני מלטפת את בטני ומתמלאת בזיכרון הלידה.;NotDescriptive
1023;ואב שוכב על מיטת הטיפולים.;NotDescriptive
1024;הבטתי במלצר והוא השיב לי מבטים מתגרים. ;NotDescriptive
1025;בזיכרון הצרוב, החרוך, שהפך לקעקוע של צלקת בקרקעית הבטן.;Descriptive
1026;בזיכרון הצרוב, החרוך, שהפך לקעקוע של צלקת בקרקעית הבטן. חדר הלידה, צירים, אחות שמנסה לעזור לי.;Descriptive
1027;הייתי רוצה שסלע גדול ינחת ישר על ראשי.;Descriptive
1028;פחדתי לשקוע בשינה עמוקה ולא להתעורר בזמן לקחת את בני מהגן. ;Descriptive
1029;"חדלו, מחשבות ארורות. חדלו!
";Descriptive
1030;ידי אוחזת בכל הכוח ביד של אחות.;NotDescriptive
1031;ילד שני אומר: “אני הכי אוהב פסטה חוטים אדומים.”;Descriptive
1032;בבית אני מגישה להם ממתקים, שומרת מרחק;Descriptive
1033;המחשבות המכוערות מזדחלות חזרה, אני לא עוקבת אחר התנועות.;NotDescriptive
1034;הם מחתימים אותי על טפסים לפני שפותחים לי את הבטן.;NotDescriptive
1035;כל הזמן קר לי.;NotDescriptive
1036;הוא חשב שזה מצחיק או רומנטי.;NotDescriptive
1037;אעטה ארשת קלילה ולא אקלל, אחייך במקום לירוק להן בפרצוף. אני למען בני;NotDescriptive
1038;איבוד הכרה, איבוד הזהות, איבוד השייכות.;Descriptive
